Depth (ft),Cone resistance (tsf),Sleeve friction (tsf),Pore pressure u2 (psi)
0,2.00584507893299,0.124193744820133,0
0.0328083989501312,2.00584507893299,0.124193744820133,0
0.0656167979002625,2.00584507893299,0.124193744820133,0
0.0984251968503937,2.00584507893299,0.124193744820133,0
0.131233595800525,2.00584507893299,0.124193744820133,0
0.164041994750656,2.00584507893299,0.124193744820133,0
0.196850393700787,2.00584507893299,0.124193744820133,0
0.229658792650919,2.00584507893299,0.124193744820133,0
0.26246719160105,2.00584507893299,0.124193744820133,0
0.295275590551181,2.00584507893299,0.124193744820133,0
0.328083989501312,2.00584507893299,0.124193744820133,0
0.360892388451444,2.00584507893299,0.124193744820133,0
0.393700787401575,2.00584507893299,0.124193744820133,0
0.426509186351706,2.00584507893299,0.124193744820133,0
0.459317585301837,2.00584507893299,0.124193744820133,0
0.492125984251968,2.00584507893299,0.124193744820133,0
0.5249343832021,2.00584507893299,0.124193744820133,0
0.557742782152231,2.00584507893299,0.124193744820133,0
0.590551181102362,2.00584507893299,0.124193744820133,0
0.623359580052493,2.00584507893299,0.124193744820133,0
0.656167979002625,2.00584507893299,0.124193744820133,0
0.688976377952756,2.00584507893299,0.124193744820133,0
0.721784776902887,2.00584507893299,0.124193744820133,0
0.754593175853018,2.00584507893299,0.124193744820133,0
0.78740157480315,2.00584507893299,0.124193744820133,0
0.820209973753281,2.00584507893299,0.124193744820133,0
0.853018372703412,2.00584507893299,0.124193744820133,0
0.885826771653543,2.00584507893299,0.124193744820133,0
0.918635170603675,2.00584507893299,0.124193744820133,0
0.951443569553806,2.00584507893299,0.124193744820133,0
0.984251968503937,2.00584507893299,0.124193744820133,0
1.01706036745407,2.00584507893299,0.124193744820133,0
1.0498687664042,2.00584507893299,0.124193744820133,0
1.08267716535433,2.00584507893299,0.124193744820133,0
1.11548556430446,2.00584507893299,0.124193744820133,0
1.14829396325459,2.00584507893299,0.124193744820133,0
1.18110236220472,2.00584507893299,0.124193744820133,0
1.21391076115486,2.00584507893299,0.124193744820133,0
1.24671916010499,2.00584507893299,0.124193744820133,0
1.27952755905512,2.00584507893299,0.124193744820133,0
1.31233595800525,2.00584507893299,0.124193744820133,0
1.34514435695538,2.00584507893299,0.124193744820133,0
